뉴스 제목	댓글 내용	타입
이 와중에… 북한에 1만명 여행보내겠다는 단체	아주미쳤군, 빨개니종북기들은다가라 몽땅보내고 문닫아버리자더블당놈들 몽땅 따블빽에넣어 북으로 보내자	
이 와중에… 북한에 1만명 여행보내겠다는 단체	가서 안오면 안될까?	
이 와중에… 북한에 1만명 여행보내겠다는 단체	육갑을 하네	
이 와중에… 북한에 1만명 여행보내겠다는 단체	한완상,문성근...대한민국 소상공인들이 죽어갈 때 눈도 깜짝 않더니 세습독재자가 힘들다니 그토록 신경이 쓰이냐?덜 떨어진 자들...	
이 와중에… 북한에 1만명 여행보내겠다는 단체	빨갱이들의 단체로구나.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	작년에 우리나라 축구국대선수들 평양에서 관중없는 경기하고 돌아와서 한 소리 못들었나? 오죽하면 평양에 갔던 국대선수들이 애국자가 돼서 돌아왔다는 말까지 돌았을까 북한이 그리 좋으면 보따리 싸서 식솔들 데리고 가거라 제발	
이 와중에… 북한에 1만명 여행보내겠다는 단체	남북평화 만들기 전에 국민 평화 만들어라~~  세컨드리 보이콧 맞으면 모든게 끝이다!!!!	
이 와중에… 북한에 1만명 여행보내겠다는 단체	말 되는 소리를 해라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	쓸모없는 짓거리  하지마라  오히려 악영향만	
이 와중에… 북한에 1만명 여행보내겠다는 단체	우리나라에 진보가 있나? 종북 좌파가 무슨 진보냐? 얘들 말장난에 언론이 놀아난것! 만명 보내면 10만명 보내라 100만명 보내라하고 지시할텐데 뭐 주고 뺨 맞는다고 뻔히 보이는 짓거리에 대깨문들만 바보 되겠네 이 짓거리 하는 인간들 면면을 봐라! 옛날부터××× 찬양하든 인간들!	
이 와중에… 북한에 1만명 여행보내겠다는 단체	야이냐석들아~~죽을라면 느그들만! 애만사람 잡지말고!	
이 와중에… 북한에 1만명 여행보내겠다는 단체	종북좌파 것들이 성지순례 가겠다는거군.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	공작금이 안내려오나	
이 와중에… 북한에 1만명 여행보내겠다는 단체	북독재정권의 인권은 아닥하고 개방개혁도않하는 족속들에게 또 돈줘서 독재공산정권 연장시켜 8천만민족을 암울하게 만들려하네.제발 가만놔둬라  조만간에 스스로 붕괴된다ㅜ	
이 와중에… 북한에 1만명 여행보내겠다는 단체	존엄 뭉가와 같이가서   제발 오지마라  부탁한다  니네들 없어도  나라 잘돌아간다	
이 와중에… 북한에 1만명 여행보내겠다는 단체	기가차다 이것들이 사람이가!	
이 와중에… 북한에 1만명 여행보내겠다는 단체	보내서 못 돌아오게 해라. 저런 놈들 자유 대한민국에 좀 같은 인간들이다.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	이렇게 속이 붉은 사람들이 대한민국에 많다니...	
이 와중에… 북한에 1만명 여행보내겠다는 단체	가서 ㅋㅋ 총맞고 사과도 못받겠지?	
이 와중에… 북한에 1만명 여행보내겠다는 단체	제발 비굴한 외교를 멈춰라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	북한 관광과 계성 공단 자금이 북한 주민에게 쓰인게 아니고 김씨 일족 통치 자금과 핵 개발에 쓰인게 이미 드러난 상황에서 북에 뭔가를 주자는 이야기는 정부나 개인이나 결국 대한민국 국민을 위험으로 몰고가자는 이야기 밖에 되지 않습니다. 북의 선잔 선동에 한두번도 아니고 속는 건지 처음부터 알고 하는지 황당하기 짝이 없습니다. 이런게 바로 결과적인 경제 동동체고 김씨일가와 경제 공돈체로 처벌해야 되는거 아닌가 합니다.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	가세요~~~~~    오지마세요~~~~~	
이 와중에… 북한에 1만명 여행보내겠다는 단체	그냥 가서  영주했으면 좋겠다.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	가서  인질로 몽땅 잡혀라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	가는건 좋지만 돈은 못 가지고 가게해라. 미국재제받으면 우히까지 죽는다. 그냥가서 여정이와 주방장한체 아주떨고 얻어먹고 오는걸로해라. 아예 안와도된다.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	의역하면 돈주겠단 얘기내 ㅋ	
이 와중에… 북한에 1만명 여행보내겠다는 단체	미국서  세컨드리 보이콧 바로 당할듯   이제 나라 망할기미가 완전히 보인다	
이 와중에… 북한에 1만명 여행보내겠다는 단체	맙소사.....	
이 와중에… 북한에 1만명 여행보내겠다는 단체	이기회에 진보라고 주장하는 좌파 뻘갱이들 전부 원산으로 가서 오지마라 .   니들이 좋아하는곳에서 사는거 모두가 행복한거 아니냐? 민주당 176명과 대깨문 900만명 ... 원산으로 갈마로 ...부디 가서 행복하게 잘살아라~~~진심으로 축복한다.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	제발똥돼지새끼품으로   돌아가서오지마라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	아는구만 돼지 돈 때문에 생 지랄발광하는거를...이번에는 그렇게 넘어간다치고... 매번 돈 안내면천안함, 연편해전 일어나서 아까운 목숨 잃고..도대체 언제까지냐?	
이 와중에… 북한에 1만명 여행보내겠다는 단체	이번에도  북한군인에 총맞게  보내버리자.한줄로세워 고사포로 한방이 보애버려라.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	전라도 분들 여행준비 하셔야겠네 고향가셔야지	
이 와중에… 북한에 1만명 여행보내겠다는 단체	학 푀기하면 백만명보내도  찬성한다	
이 와중에… 북한에 1만명 여행보내겠다는 단체	문빠들 국비로 보내면 되겠네!	
이 와중에… 북한에 1만명 여행보내겠다는 단체	다시는  돌아오지  말고  거기서  살아라냄새나는  종자들	
이 와중에… 북한에 1만명 여행보내겠다는 단체	달창 대깨문들만 데려가라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	코로나땀에 해외여항도 일절  안가는데 뭐 볼게 있다고 1만명씩이나 보내고 그리고 금강산 관광객처럼 총맞고 죽을일 있나? 자존심도 없나? 일개  하찮은 여자의 공갈 협박에 알아서 기는것도 좋지만 보는 국민 창피하고 쪽팔려 죽게 생겼다.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	왜  이들이 진보인가  좌파 공산주의자들이지     평양   시내 관광  해라 북한  주민들 얼마나   잘사나   보게	
이 와중에… 북한에 1만명 여행보내겠다는 단체	가서 살지?	
이 와중에… 북한에 1만명 여행보내겠다는 단체	돌아오지말고 거기 눌러살아라 제발	
이 와중에… 북한에 1만명 여행보내겠다는 단체	대깨문 총출동해서 다녀오면 되겠네. 제정신이면 거기 가겠나?	
이 와중에… 북한에 1만명 여행보내겠다는 단체	총알받이 대깨문 만명 뽑아라 잼나긋네 여행이	
이 와중에… 북한에 1만명 여행보내겠다는 단체	1만의 인질을 보내겠다네... 이거야 말로 국정농단에 국민의 생명을 담보로 자신들의 정파적.이익을 한 탄핵감아니냐.... 대단하다 증말	
이 와중에… 북한에 1만명 여행보내겠다는 단체	능라도 좀 쓰자. 여정아	
이 와중에… 북한에 1만명 여행보내겠다는 단체	금강산에서 총 맞은 국민이 생각나네... 달창들 다 데리고 강션되겠다. 근데 달창들이 갈까? 기부하래도  안하는 달창들인데..ㅋㅋ	
이 와중에… 북한에 1만명 여행보내겠다는 단체	진보?...빨갱이, 고정간첩이지!	
이 와중에… 북한에 1만명 여행보내겠다는 단체	니들  개수작질   막으려고  무증상  코로나라는게  있는거다.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	나라가 미쳐가는 구나	
이 와중에… 북한에 1만명 여행보내겠다는 단체	국민이 총에 맞아 죽어 가도 아직도 정신 못차리고 북한 눈치만보는  대깨문들 ...	
이 와중에… 북한에 1만명 여행보내겠다는 단체	문재인과 이해찬 이낙연 이를  북한 볼모로 보내 겠다	
이 와중에… 북한에 1만명 여행보내겠다는 단체	100만양병설이 아닌 1만관광객이라니. 에라이	
이 와중에… 북한에 1만명 여행보내겠다는 단체	제목해석ㅡ북한에 돈대주겠다	
이 와중에… 북한에 1만명 여행보내겠다는 단체	신 남한국민 볼모  시리즈 관광   북 군부가 맘에 안들땐 또 1명 핑게 삼아서 사살  엉뚱한 관광객만 죽는다   개돼지들은 돈이 없어서 관광 못가고 보수들 집단은 돈많아서 관광가겠지 진보 개돼지들은  돈없어서 재난기금 기부도 못하고  처먹는데 다쓰고 ㅋ	
이 와중에… 북한에 1만명 여행보내겠다는 단체	그냥그기가서 살어라 오긴왜오냐	
이 와중에… 북한에 1만명 여행보내겠다는 단체	저게 어디 제정신인가 쯧쯧	
이 와중에… 북한에 1만명 여행보내겠다는 단체	참신한 발상이다.   국민을 학살한 전두환 반란군과 유신독재 박정희를 추종하는 자들은 반대만 하지말고  정부에 적극 협조하라.   그것만이 대한민국에 속죄하는 길이다.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	이 정권의 실체가 이리 명백한데 눈멀고 귀멀고 양심에 화인 맞은 사람들은 왜 이리 많은지 모르겠네요. 한완상을 비롯해 나선 자들과 그 가족 모두 모두 모범적으로 북한 관광 가십시요. 그리고 오지 마십시요. 가서 미군 폭격에 대비해 인간방패 노릇 애국적으로 하십시요. 가관들 이십니다.  조선인민들은 그냥 조국가서 사세요. 가시는 김에 강남 좌파들 다 데리고 가시면 더욱 환영.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	ㅋㅋㅋ 과연 어서오세요 ? 지휘자는 누구 ?	
이 와중에… 북한에 1만명 여행보내겠다는 단체	미치었구먼	
이 와중에… 북한에 1만명 여행보내겠다는 단체	짜증난다	
이 와중에… 북한에 1만명 여행보내겠다는 단체	문재인 청와대와 더불어당   니들  가라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	슬슬기는구나	
이 와중에… 북한에 1만명 여행보내겠다는 단체	알고는 있었지만 한계를 띄어넘네 발상 자체가 남다르다 걍 그쪽 가서 살았으면 좋겠다	
이 와중에… 북한에 1만명 여행보내겠다는 단체	가서 오지말고 아오지나 가라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	대깨문들 번호표 나눠주고 순번대로 가던가? 아님,,이것도 공적관광으로 할건가? ㅉ	
이 와중에… 북한에 1만명 여행보내겠다는 단체	너나 가세요	
이 와중에… 북한에 1만명 여행보내겠다는 단체	가서 오지마세여!	
이 와중에… 북한에 1만명 여행보내겠다는 단체	넋빠진 견돈세력들~~~	
이 와중에… 북한에 1만명 여행보내겠다는 단체	북송사업 대찬성.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	이민가세요. 오지마세요	
이 와중에… 북한에 1만명 여행보내겠다는 단체	발기하고 앉아있네 니네는 그냥 거기서 살아라 207명	
이 와중에… 북한에 1만명 여행보내겠다는 단체	나라 참 ~!	
이 와중에… 북한에 1만명 여행보내겠다는 단체	이제는  북으로  가고 싶은자들  보내고 북에서도 남으로  오고싶은자들  보내고  대규모  빅딜이  있어야할  시기가  되었음!	
이 와중에… 북한에 1만명 여행보내겠다는 단체	미군이 공격못하게 우리국민들 강제이주시킨다더니 거짖말이 아닌엇군	
이 와중에… 북한에 1만명 여행보내겠다는 단체	주접들 떨고 있구나!	
이 와중에… 북한에 1만명 여행보내겠다는 단체	나라 망할려고꼴두기가 꼴값을 하네	
이 와중에… 북한에 1만명 여행보내겠다는 단체	관광 필요없고ㅈ그냥 니들이 북한가라 ㅋㅋㅋㅋ	
이 와중에… 북한에 1만명 여행보내겠다는 단체	대깨문 민주당 호남 애들 가면 되겠네	
이 와중에… 북한에 1만명 여행보내겠다는 단체	거기 가서 살아라!!  붉은 좀비들아	
이 와중에… 북한에 1만명 여행보내겠다는 단체	누군가는 계속 문을 뚜들겨야 한다고? 계속 그러면  경찰 부른다.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	good idea네요	
이 와중에… 북한에 1만명 여행보내겠다는 단체	문성근  역시  핏줄의 힘 대단해~!	
이 와중에… 북한에 1만명 여행보내겠다는 단체	난 내돈 들여서 냉면 처묵고 요사떤다는 소릴 듣고 싶지 않다. 그간 ㅂ-ㅅ들이나 하는 짓이다.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	저기..문씨는 다 빨갱이인가여 ??	
이 와중에… 북한에 1만명 여행보내겠다는 단체	종북세력1만명이라는소리로들리네요.종북세력전원보내고.못들어오게합시다.원하는땅으로가서돌아오지마시요.분탕치지말고.가서개고생해봐야.사상을바꿀까?보냅시다.북으로~^문재인손잡고.가시요.제발~~	
이 와중에… 북한에 1만명 여행보내겠다는 단체	문재인이도 데리고 가서 그냥 거기 있어~	
이 와중에… 북한에 1만명 여행보내겠다는 단체	저런 발상자체가 이적행위다 헌법수호의지가 없다는거지 교류는 상호교류여야하는데 북괴뢰집단들은 도발안한다는 조건이냐?때릴려고 협박하니 주머니돈을 스스로 내주는 꼴ㅉㅉ거기서 살아라ㅉㅉ	
이 와중에… 북한에 1만명 여행보내겠다는 단체	여행가려는 1만명은 거의 대부분 주사파이거나 오래묵은 묵은지 고정간첩들과 그 식솔들일것이다. 무소불위 독재정권에서 북으로 가겠다는데 말릴수도 말릴힘도 없거니와~ 단, 희망자들은 가되 다시 돌아오지않도록 왕복여행이 아닌 편도여행으로 보내자. 거기서 돌아올생각 꿈도꾸지말고 계속 살도록보내자. 그 이후 다음포털을 비롯 sns댓글창들이 많이 깨끗해졌다는게 팩트로 전해질것같다~!	
이 와중에… 북한에 1만명 여행보내겠다는 단체	무슨 여행? 그냥 거기서살아라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	딴따라들이 뭔가 든게 있어보이려고 하는 진보 코스프레, 지겹고 역겹다! 여기서 번 돈 쩝쩝이의 경제 실정과 코로나 사태로 어려운 이웃들을 위해 써라, 이 놈들아~~ㅍㅎㅎㅎ	
이 와중에… 북한에 1만명 여행보내겠다는 단체	종전선언을 먼저 그게 시급하고 순서 아닌가 국민 목숨을 담보로 하는 교류는 돌이킬 수 없는 또 다른 남북 문제가 될 것이다!!!	
이 와중에… 북한에 1만명 여행보내겠다는 단체	너무들 한다 대통령이 냉면쳐먹고 국민들이 쌍욕쳐먹어가며 그리해야 하는지....너무한다	
이 와중에… 북한에 1만명 여행보내겠다는 단체	한완상 문성근 김조광수씨 북에 넘어간 순간 다시는 남으로 못돌아오게 문걸어 잠급시다. 남에서 날아오는 삐라 속 1달러 주으면서 비참하게 살아들 보시라우. 셋이 하나씩 주워도 4딸라가 안되네.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	가서 코로나나 확 퍼뜨리고 와라, 이 기생충들아!	
이 와중에… 북한에 1만명 여행보내겠다는 단체	이 정도면 김정은도 진절머리나고 열받아서 매일같이 불상체 쏘아댈만하네	
이 와중에… 북한에 1만명 여행보내겠다는 단체	남한에 간첩1만  보내  돈풀려고 발악을하네.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	북한협박 도  문재인 정부와 짜고 치는거다선거도 부정선거 하는 넘들인데	
이 와중에… 북한에 1만명 여행보내겠다는 단체	가서 오지마라,,,	
이 와중에… 북한에 1만명 여행보내겠다는 단체	잘다녀와. 전염병 땜씨 갈수있을지나 모르겠지만	
이 와중에… 북한에 1만명 여행보내겠다는 단체	이참에  문재인퇴임후  원산에다  집짓고 살면서  사회주의  낙원에서 경애로운 김정은동지를 모시고 살아보니 다시는 남쪽에 내려갈생각이 없다며  사람들  모집하면   문재인좌파들 대거   이주  시작되겠네.  해찬이도 노후를 그곳서 편안하게  보내기를^^	
이 와중에… 북한에 1만명 여행보내겠다는 단체	말 그대로 개처럼 긴다 ㅉㅉ	
이 와중에… 북한에 1만명 여행보내겠다는 단체	좌파단체들 세뇌교육 시키러	
이 와중에… 북한에 1만명 여행보내겠다는 단체	세컨더리 보이콧!	
이 와중에… 북한에 1만명 여행보내겠다는 단체	어우 내가 다 자존심상하네ㅠㅠㅠ 진짜 짜증난다ㅠㅠㅠ얼탱이ㅠㅠㅠㅠㅠㅠ우리만 맨날 노력하고 제안해ㅜㅜㅜ	
이 와중에… 북한에 1만명 여행보내겠다는 단체	가업을 이어가는 모습 아름답습니다!!	
이 와중에… 북한에 1만명 여행보내겠다는 단체	쉽게 말해서, 그들을 통해서 김정은 호주머니에 달러를 가득 채워주겠다는 것.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	살고싶으면 안 가는게 상책 올 때는 다른사람이 내려온다	
이 와중에… 북한에 1만명 여행보내겠다는 단체	미국의 공격에대한 볼모로 남한 사람을 북한에 데려다 놓는 거라며?	
이 와중에… 북한에 1만명 여행보내겠다는 단체	한심한팔갱이들	
이 와중에… 북한에 1만명 여행보내겠다는 단체	짜고치는 고스톱 말 그대로네 재앙이의 3차 추경도 경제와는 전혀 상관없는 북한 퍼주기에 때맞추어 미국 따돌리고 북괴 경제 제재또한 무시하고 퍼주기 식으로 가겠다.미군 철수하면 주사파 뜻대로 가는거네.개,돼지들 투표 잘해서 공산화로 한걸음씩 다가가네 이것이 촛불 정부 였구나.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	100만원이먼 너무비싸다   50만워이면 생각해봄	
이 와중에… 북한에 1만명 여행보내겠다는 단체	정신 나간 정신병자 빨갱이들아 그냥 가서 살아라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	니네들이북쪽으로가서살면되겠네  국내여행도 못가는데  북한여행가라고  미쳤다	
이 와중에… 북한에 1만명 여행보내겠다는 단체	빨갱이들  살판났구나  이제 북괴로 가서 살아라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	인구도 부족한데  북에가서 살아라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	미쳤다..	
이 와중에… 북한에 1만명 여행보내겠다는 단체	새로운정의연 조직탄생하는군 민노총이 노조회비 강제로받아내듯이 좌파친북집단으로부터 강제집행 1인당 1백만원씩 받으라는 남매의 특수지령이내려진듯 .... 이 방법으로미국을 자극하겠다는 심뽀아닌가? 돌아도 단단히 돌았네	
이 와중에… 북한에 1만명 여행보내겠다는 단체	문죄인  문성근  둘다 북으로 보내라  남한에  있으면  역적으로  살아남기힘들것이다  세상이  또한번 뒤집어진다  니들은  바로  사형감이다	
이 와중에… 북한에 1만명 여행보내겠다는 단체	문재인이 공산당임을 확연히 보여주는 실상이다	
이 와중에… 북한에 1만명 여행보내겠다는 단체	정말 이건 나라도 아니고 주권도 없고 🐕🐖들만 우굴거리는 그냥 동물농장이구나! 참 대한민국이 어쩌다가 이렇게 변했냐? 좌파 빨갱이들아! 너희들  돈 않잖아? 여기저기 모금하고 해먹은돈 좀줘라! 국민들 사지로 인질로 보내지 말고	
이 와중에… 북한에 1만명 여행보내겠다는 단체	만명 못채우면 또 국민세금으로 억지로 보내겠네 김여정이 문재앙보다 서열이 앞선다는게 사실인것 같네	
이 와중에… 북한에 1만명 여행보내겠다는 단체	코로나 걸린다.참아라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	북한갔다오면 미국 못간다던데.. 스마트종북들은 지자식 다 미국유학보내는데.. 아무리 본인이 종북성향이 강하다해도 저긴 가지말길..	
이 와중에… 북한에 1만명 여행보내겠다는 단체	이시국에 제정신이냐?	
이 와중에… 북한에 1만명 여행보내겠다는 단체	남한에 파견 나온 북한 간첩들 돈 백만원씩 줘서 돌려 보내라.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	저건 미국의 공격을 막기위한 인질이지.... 저기에 가담히는놈들   차라리 북한 인질로  잡혀서 오지 말어	
이 와중에… 북한에 1만명 여행보내겠다는 단체	그냥 북조선으로 가서 살아라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	그냥 거기  가서 살아라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	니덜이나 100번씩 계속해서 반복해서  니네 가족들 문씨가독들 천번씩 반복해서 댕겨오다가 지겨우면 거서 살거라 니네 조국!	
이 와중에… 북한에 1만명 여행보내겠다는 단체	돈 퍼주는거랑 뭐가 다름? 관광수입은 어차피 군사력 증강에쓰일텐데	
이 와중에… 북한에 1만명 여행보내겠다는 단체	드디어 미틴것들이 나서는군…한완*,문성근…완전좌빨즐아! ㅇ누구맘대로 국민을 보내냐?웃기는 늠들일세…	
이 와중에… 북한에 1만명 여행보내겠다는 단체	이제 토착 빨갱이들이 총 동원해서 발광을 하는구나 ᆢ국민들민생이나 챙겨라 ᆢ	
이 와중에… 북한에 1만명 여행보내겠다는 단체	Son of a bitch	
이 와중에… 북한에 1만명 여행보내겠다는 단체	이 시국에 고작 생각한다는 것이 돈퍼주고 방패막이 하라고 남한국민을 북한에 여행? 한완상.문성근 당신들이나가서 남은 여생 잘 보내시게나.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	저걸 가겠다는 사람이 있다고?안전보장도 보장되지 않았는데?미쳐도 단디 미쳤네.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	집구석이나걱정하자	
이 와중에… 북한에 1만명 여행보내겠다는 단체	북한에가서 민주화운동좀 해봐라  니들잘하는거 있잖아  각목하고 쇠파이프들고  때려부시고 불지르고  북한서도 함해봐라  하다가 디지몀 유공자될수있다	
이 와중에… 북한에 1만명 여행보내겠다는 단체	미국의 폭격에 국민을 북한에 방패 막으로 세우려는군아	
이 와중에… 북한에 1만명 여행보내겠다는 단체	미쳤구나 문정부.... 온통 북한 짝사랑에 국민들 피말린다....	
이 와중에… 북한에 1만명 여행보내겠다는 단체	국민을 전쟁 인질로 바치는 간첩 정권!!! 폭격 으름장에? 오즘 질질!!!	
이 와중에… 북한에 1만명 여행보내겠다는 단체	별 미틴사람들을봤나...돈으로 따지면 200억? 결국 뒷돈 줘가며 북한핵 정밀화와 icbm 고밀화에 지원하는구만...이러니 간첩이 아니고 뭐더냐?	
이 와중에… 북한에 1만명 여행보내겠다는 단체	넘어가서   내러오지 마라.  다 빨갱이들이다.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	1만명 보내서 518민주화운동을 뿌리내립시다	
이 와중에… 북한에 1만명 여행보내겠다는 단체	미국의 폭격 인질로  잡아놓을 심산 이구나이젠 자국민을 위협하는  문재인	
이 와중에… 북한에 1만명 여행보내겠다는 단체	가라..가서 오지마라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	도와주지 않는다고 주둥이 게거품물고 발광협박하는년이나 아이고 네네 굽신대며 관광객 보내주겠다는 넘들이나 정말 이해가 안된다 동네 걸배이가 영업집에 와서 난동부리는거와 뭐가 다르지?	
이 와중에… 북한에 1만명 여행보내겠다는 단체	ㅋㅋㅋㅋㅋㅋ 하다하다 별걸 다한다 빨갱이 사|ㄲ|들 ㅋㅋ	
이 와중에… 북한에 1만명 여행보내겠다는 단체	100%  총 맞는다 납치 당하든	
이 와중에… 북한에 1만명 여행보내겠다는 단체	그지 새키들 한테 조공 바치는 놈들 살다 살다 첨본다.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	오지마 가거든	
이 와중에… 북한에 1만명 여행보내겠다는 단체	일만명  북한여행가서  아예그곳에서 정착해서 정은이의 발굽아래서 살기를!	
이 와중에… 북한에 1만명 여행보내겠다는 단체	놀러만 가지 말고 제발 눌러 살길 바란다!!!	
이 와중에… 북한에 1만명 여행보내겠다는 단체	꼭 가라~	
이 와중에… 북한에 1만명 여행보내겠다는 단체	김씨족속이 무너진다 해도 남북관계는 그리 순조롭지 않을 것~  북한은 공짜 바라는 근성을 뜯어고치는게 북한경제발전의 첩경이다,	
이 와중에… 북한에 1만명 여행보내겠다는 단체	짐 잘 싸고 통장도 잘 챙기고... 아예 돌아올 생각은 하덜말고...	
이 와중에… 북한에 1만명 여행보내겠다는 단체	조국, 윤미향은 꼭 데리고 가고 덤으로 림종석, 림수경도 데려가 주세요. 다만 북한에서 꼭꼭 눌러 살도록 해주세요.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	한완상 문성근 김조광수씨 북에 넘어간 순간 다시는 남으로 못돌아오게 문걸어잠그면 좋겠다	
이 와중에… 북한에 1만명 여행보내겠다는 단체	밑에댓글다는 마당쇠들아 뭐가 중한고 모리것나.벵쉰  쉐뀌들	
이 와중에… 북한에 1만명 여행보내겠다는 단체	만명 집단으로 2주간 자가 격리 시킬일 있나....저 정신머리 나간.....	
이 와중에… 북한에 1만명 여행보내겠다는 단체	여행보다 북한 주민을 위한 자유화 인권개선 민주화 조치를 북한에 촉구 하는게 우선 아닌가요? 당신들이 누리고 있는 자유 북한주민들도 함께 누리고 살수 있도록  촉구 하여 주십시요  그것이 제일 정의로운 일입니다 김정은 남매 독재체제 이제는 종식 시켜야 하지 않나요?  북한주민들 불쌍히 생각 되지 않나요?	
이 와중에… 북한에 1만명 여행보내겠다는 단체	박왕자씨 죽음 발포명령자도 확인못하고 사죄도못받고  배상도 못받고 대가리조아리며 조공바치러가려는거냐...?	
이 와중에… 북한에 1만명 여행보내겠다는 단체	어린 돼지새키 눈치보는 자존심도 없는 써글놈들.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	민주당은 북한정치인들~	
이 와중에… 북한에 1만명 여행보내겠다는 단체	그냥 북한에서 살아라!!!!!	
이 와중에… 북한에 1만명 여행보내겠다는 단체	갑자기?ㅋㅋㅋ	
이 와중에… 북한에 1만명 여행보내겠다는 단체	북한에 달러 못 줘서 안달이네	
이 와중에… 북한에 1만명 여행보내겠다는 단체	그냥 좌파들 북 좋아하니 가서 오지말지? 뭐하러 굳이 대한민국땅에 발붙이고 살면서 북찬양하냐. 이번이 기회야. 얼른 이민가버려!	
이 와중에… 북한에 1만명 여행보내겠다는 단체	가서 돈한푼이라도 쓰면 un제재 위반으로 고발당한다.un이 고발 안하면 내가 할거다	
이 와중에… 북한에 1만명 여행보내겠다는 단체	와 김조광수다 ㅋㅋㅋㅋ 이게 그 웨딩 드레스 입고 남자끼리 결혼식 올렸던 그 뭘 만들었는지 모르는 영화감독이잔아 ㅋㅋㅋ 아 정말 이 문재인 정권은 참 재미난 정부야	
이 와중에… 북한에 1만명 여행보내겠다는 단체	넘어가는건 자윤데  오지말고  수령님 품안에서 행복하게 살기를 기원한다 ...	
이 와중에… 북한에 1만명 여행보내겠다는 단체	진보성향이 아니라 친북단체 아닌가?깡패가 협박을 할 때는 경찰을 부르던가 아니면 눈을 부릅뜨고 거부의 의사를 분명하게 하던가 둘중에 하나다.달라는 거 마냥 주다보면 호구가 된다.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	좌파는 북으로가서 오지마라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	빨간 순서대로 만명만 보내서  못오게하면 살만하것네.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	거길 뭐하러가 우리나라 전국이나 다 돌아는 보고 가라 저 평화라 부르는 독재 추종단체의 유토피아가 얼마나 황폐하고 허울뿐인지 느끼겠지	
이 와중에… 북한에 1만명 여행보내겠다는 단체	그냥 북한이 미사일 하나 서울에 날려야함. 그래야 국민들 정신차림	
이 와중에… 북한에 1만명 여행보내겠다는 단체	만명이가던 한명이 가던 사고나면 개인이 책임지고 절대 정부 끌어들이지마라  그냥 안와도돼 대한민국 주권 다 포기하고 영원히 가시길 ᆢ	
이 와중에… 북한에 1만명 여행보내겠다는 단체	관광 갔다가 고문당해 식물인간으로 죽고 총 맞아 죽고 하는데가 북한인데 니네들 재발방지 약속이라도 받았냈냐? 지네 국민이 사살 당했는데 사과나 재발방지 약속 하나 못받아낸 주제에 거기다 국민들 목에 두당 얼마씩 $ 묶어서 또 쳐넣어? 정신 나간 놈들!	
이 와중에… 북한에 1만명 여행보내겠다는 단체	만명이 릴레이로 간첩질 하겠단 말이지.? ㅋㅋㅋ	
이 와중에… 북한에 1만명 여행보내겠다는 단체	돼지열병  대신   코로나 다음엔  또  무슨병   가져올라.   총체적  문제    통제언론  무책임한  독재무법자.   대북제재 중이다.   굴복시킬때  까지  기다려라.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	m 친놈들	
